flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_16_page_4,Bacon,,12 oz,1,,,0
week_16_page_4,Organic Red & Green Seedless Grapes,,,1,,,1
week_16_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_16_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_16_page_4,Organic Celery,,,1,,,1
week_16_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_17_page_1,Fresh Hop,,,1,3,0.5,0
week_17_page_1,Fresh Hop,0.99,lb,1,5,0.83,0
week_17_page_1,Grass Fed Whey Powder,7.99,lb,1,5,0.38,0
week_17_page_1,Fresh Hop,2.99,lb,1,3,0.5,0
week_17_page_1,Organic Squash,6..99,lb,1,1,,1
week_17_page_1,Ground Chuck,4.99,lb,1,3,0.38,0
week_17_page_1,Organic Red & Green Seedless Grapes,2.99,lb,1,1,0.25,1
week_17_page_1,Organic Squash,1.49,lb,1,1,0.4,1
week_17_page_1,Natural Calm Magnesium Support,,,1,,0.25,0
week_17_page_1,Original Chicken Salad,7.99,lb,1,3,0.27,0
week_17_page_1,Non-GMO Honeycrisp Apples,1.99,lb,1,2,0.5,0
week_17_page_1,Asparagus,3.99,lb,1,1,0.2,0
week_17_page_1,One Bun,,,1,,0.5,0
week_17_page_2,Frozen Fries,2.49,6-19 oz,1,1.3,0.34,0
week_17_page_2,Chocolate Bars,2.5,3 oz,1,1.98,,0
week_17_page_2,Smart Water,,,1,,,0
week_17_page_2,Natural Calm Magnesium Support,,32 oz,1,,,0
week_17_page_2,Market Style Bacon,,15 oz,1,,,0
week_17_page_2,Cheese Shreds & Slices,,7.8-8 oz,1,,,0
week_17_page_2,BRAND WIDE SALE,,,1,,,0
week_17_page_2,BRAND WIDE SALE,,,1,,,0
week_17_page_2,ECOS Liquid Laundry Detergent,,100 oz,1,,,0
week_17_page_2,Garden Herb & Old Fashioned Potato Salad,,,1,,,0
week_17_page_2,Organic Dark Maple Syrup Squeeze Bottle,,12 oz,1,,,1
week_17_page_2,Organic Seasonal Ciders,,32 oz,1,,,1
week_17_page_2,Organic Frozen Thin Crust Pizzas,,12-13 oz,1,,,1
week_17_page_2,Smart Water,,,1,,,0
week_17_page_3,Roast Beef Baguette,3.99,Beef bag,1,1,0.2,0
week_17_page_3,Noodle & Rice Bowls,5,13-14 oz,1,5.98,,0
week_17_page_3,Kale Caesar Salad,,,1,,,0
week_17_page_3,5-Pack Cookie Sandwiches,,,1,,,0
week_17_page_3,2-Pack Cups,,,1,,,0
week_17_page_3,8-Pack Mini Croissants,,,1,,,0
week_17_page_3,Loaf Bread,,20-24 oz,1,,,0
week_17_page_3,Organic Wines,,750 ml,1,,,1
week_17_page_3,Chai Spiced Smoothie,,,1,,,0
week_17_page_3,Prosecco,,750 ml,1,,,0
week_17_page_3,Halloween Cupcakes,,,1,,,0
week_17_page_3,Loaf Bread,,20-24 oz,1,,,0
week_17_page_3,Halloween Cupcakes,,,1,,,0
week_17_page_3,2-Pack Cups,,,1,,,0
week_17_page_4,Fresh Hop,5.5,6 oz,1,2.98,,0
week_17_page_4,Chicken Rollers,,7 oz,1,,,0
week_17_page_4,House Made Chicken Kabobs,,,1,,,0
week_17_page_4,Sliced Lunch Meats,,,1,,,0
week_17_page_4,Flank Steaks,,,1,,,0
week_17_page_4,Wild Alaska Cod Fillets,,,1,,,0
week_17_page_4,Raspberries,,Half Pint,1,,,0
week_17_page_4,Red & Green Seedless Grapes,,,1,,,0
week_17_page_4,Holiday Grapes,,,1,,,0
week_17_page_4,Romaine Hearts,,5-7 oz,1,,,0
week_17_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_17_page_4,5 lb. Bag Organic Russet Potatoes,,5 lb,1,,,1
week_17_page_4,Raspberries,,Half Pint,1,,,0
week_18_page_1,Ground Chuck,3.99,lb,1,1,0.2,0
week_18_page_1,Fresh Hop,7.99,lb,1,5,0.38,0
week_18_page_1,Blueberries,2,Half Pint,1,4.98,,0
week_18_page_1,Chicken Rollers,,7 oz,1,,,0
week_18_page_1,Organic Frozen Fruits & Vegetables,,8-10 oz,1,,,1
week_18_page_1,Cranberry Pecan Chicken Salad,,,1,,,0
week_18_page_1,Cranberry Pecan Chicken Salad,,,1,,,0
week_18_page_1,Grass Fed Whey Powder,,,1,,,0
week_18_page_1,Grass Fed Whey Powder,,lb. Pack,1,,,0
week_18_page_1,Grass Fed Whey Powder,,,1,,,0
week_18_page_1,Quarter Sheet Cake,,Acid quart,1,,,0
week_18_page_1,Chicken Rollers,,7 oz,1,,,0
week_18_page_2,Bar Soap,1,2.4 oz,1,2.5,,0
week_18_page_2,Mini Gluten Free Pizza,,,1,,,0
week_18_page_2,Organic Free Range Large Brown Eggs,,,1,,,1
week_18_page_2,Frozen Mini Quiches,,6.25 oz,1,,,0
week_18_page_2,Yogurt,,CHOCOLATE oz,1,,,0
week_18_page_2,Chocolate,,4.7 oz,1,,,0
week_18_page_2,The Robin Cheese,,4.4-5.3 oz,1,,,0
week_18_page_2,Franks in Puff Pastry,,7 oz,1,,,0
week_18_page_2,Organic Roasted Peanut Butter,,,1,,,1
week_18_page_2,Organic Laundry Detergent,,32 oz,1,,,1
week_18_page_2,Organic Cleaners,,32 oz,1,,,1
week_18_page_2,Vegetable Juices,,32 oz,1,,,0
week_18_page_2,Organic Roasted Peanut Butter,,,1,,,1
week_18_page_2,Mini Gluten Free Pizza,,,1,,,0
week_18_page_3,Oven Roasted Turkey,.$9,lb,1,2,,0
week_18_page_3,Grilled Chicken Caesar Salad,3.99,7 oz,1,1,0.2,0
week_18_page_3,Red Sunset Juice,,12 oz,1,1,,0
week_18_page_3,4-Pack Croissants,4.99,1 Pack,1,2,0.29,0
week_18_page_3,Signature Croissant Sandwiches,4.99,,1,2,0.29,0
week_18_page_3,4-Pack Pumpkin Bars,6.99,1 Pack,1,2,0.22,0
week_18_page_3,5-Pack Cookies,4.99,1 Pack,1,1,0.17,0
week_18_page_3,Savory Smashed Sweet Potatoes,6.99,lb,1,2,0.22,0
week_18_page_3,Organic Loaf Bread,5.49,18 oz,1,0.8,0.13,1
week_18_page_3,Alpha Tolman,18.99,lb,1,6,0.24,0
week_18_page_3,Sparkling Moscato,13.99,750 ml,1,3,0.18,0
week_18_page_3,Coffee,0.79,10 oz,1,2,0.72,0
week_18_page_3,Organic Loaf Bread,,18 oz,1,0.8,0.5,1
week_18_page_4,Organic Red & Green Seedless Grapes,2.99,lb,1,1,0.25,1
week_18_page_4,3 lb. Bag Clementines,599/B.ag,lb. bag,1,1.5,,0
week_18_page_4,Asparagus,3.99,lb,1,1,0.2,0
week_18_page_4,2 lb. Bag Organic Lemons,499/B.ag,lb. bag,1,2,,1
week_18_page_4,Organic Grape Tomatoes,3.5,1 Pint,1,0.98,,1
week_18_page_4,Organic Squash & Pie Pumpkin,,,1,,,1
week_18_page_4,Maryland Crab Cakes,,3 oz,1,,,0
week_18_page_4,Fresh Hop,,,1,,,0
week_18_page_4,Boneless Pork Chops,,,1,,,0
week_18_page_4,All Eye Relief Formulas,,,1,,,0
week_18_page_4,Omega 3,,,1,,,0
week_18_page_4,Sliced Lunch Meats,,,1,,,0
week_19_page_1,Hass Avocados,1.25,,1,1,,0
week_19_page_1,Grass Fed Whey Powder,,7-8 oz,1,,,0
week_19_page_1,Asparagus,,,1,,,0
week_19_page_1,Wild Alaska Cod Fillets,,3-4 oz,1,,,0
week_19_page_1,Blueberries,,Half Pint,1,,,0
week_19_page_1,Scottish Salmon Fillets,,,1,,,0
week_19_page_1,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_19_page_1,Unsweetened Almond Milk,,48 oz,1,,,0
week_19_page_1,Blackened Chicken Salad,,,1,,,0
week_19_page_1,Fresh Hop,,,1,,,0
week_19_page_1,Unsweetened Almond Milk,,48 oz,1,,,0
week_19_page_2,Organic Whole Milk Plain Yougurt,3.99,,1,1.3,0.25,1
week_19_page_2,Frozen Vegetables,2.5,Fr oz,1,0.78,,0
week_19_page_2,Crackers,,3.5-8.5 oz,1,,,0
week_19_page_2,Organic Soups,,14.1-14.5 oz,1,,,1
week_19_page_2,Chips,,5 oz,1,,,0
week_19_page_2,Pasta,,16 oz,1,,,0
week_19_page_2,Gelato,,30 oz,1,,,0
week_19_page_2,Coconut & Tornado Shrimp Rings,,1 Pint,1,,,0
week_19_page_2,Organic Mediterranean Blend Extra Virgin Olive Oil,,,1,,,1
week_19_page_2,Organic Pasta Sauce,,26 oz,1,,,1
week_19_page_2,Pasta,,Fr oz,1,,,0
week_19_page_2,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_19_page_2,Frozen Vegetables,,Fr oz,1,,,0
week_19_page_2,Chips,,5 oz,1,,,0
week_19_page_2,Crackers,,3.5-8.5 oz,1,,,0
week_19_page_3,PB&J Smoothie,,20 oz,1,1,,0
week_19_page_3,Rosemary Roasted Garlic Green Beans,4.49,lb,1,4.5,0.5,0
week_19_page_3,Greek Salad,3.99,7 oz,1,1,0.2,0
week_19_page_3,10-Pack Mini Cookies,3.49,1 Pack,1,1,,0
week_19_page_3,Roast Beef Baguette,,Beef bag,1,,,0
week_19_page_3,Organic Baguette,,Organic bag,1,,,1
week_19_page_3,Malbec,,750 ml,1,,,0
week_19_page_3,Vintage 1833 Sharp English Cheddar,,,1,,,0
week_19_page_3,Immune Support,,,1,,,0
week_19_page_3,American White Shrimp,,,1,,,0
week_19_page_3,Maine Lobster Tails,,,1,,,0
week_19_page_4,Fresh Hop,3.99,lb,1,2,0.33,0
week_19_page_4,Wild Alaska Cod Fillets,11.99,lb,1,2,0.14,0
week_19_page_4,Fresh Hop,4.99,lb,1,,,0
week_19_page_4,Hot Smoked Salmon Fillets,6.99,4 oz,1,2,0.22,0
week_19_page_4,Deviled Crabs,1.5,3 oz,1,0.98,,0
week_19_page_4,Alaska Cod Cakes,,3 oz,1,,,0
week_19_page_4,Holiday Grapes,,,1,,,0
week_19_page_4,Mangos,,,1,,,0
week_19_page_4,Non-GMO Honeycrisp Apples,,,1,,,0
week_19_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_19_page_4,2 lb. Bag Organic Lemons,,lb. bag,1,,,1
week_19_page_4,Organic Broccoli,,,1,,,1
week_19_page_4,Mangos,,,1,,,0
week_20_page_1,Grass Fed Whey Powder,0.99,lb,1,7,0.88,0
week_20_page_1,Wild Alaska Cod Fillets,,4 oz,1,9.99,0.5,0
week_20_page_1,Whole Beef Tenderloins,,,1,,,0
week_20_page_1,Ground Chuck,,,1,,,0
week_20_page_1,Fresh Hop,,,1,,,0
week_20_page_1,Fresh Hop,,,1,,,0
week_20_page_1,Organic Garnet Sweet Potatoes,,,1,,,1
week_20_page_1,Blueberries,,Half Pint,1,,,0
week_20_page_1,Blueberries,,Half Pint,1,,,0
week_20_page_1,Organic 3 lb. Bag Gala Apples,,1 Pint,1,,,1
week_20_page_2,Alfresco Large Grade A Eggs,4.99,D oz,1,1,0.17,0
week_20_page_2,Natural Calm Magnesium Support,2.5,32 oz,1,2.98,,0
week_20_page_2,Organic Yogurt,,32 oz,1,,,1
week_20_page_2,Fresh Hop,,11-15.2 oz,1,,,0
week_20_page_2,Sparkling Ciders,,25.4 oz,1,,,0
week_20_page_2,Alfresco Large Grade A Eggs,,8 oz,1,,,0
week_20_page_2,Market Style Bacon,,15 oz,1,,,0
week_20_page_2,Simply One,,,1,,,0
week_20_page_2,All Natural Salsa,,,1,,,0
week_20_page_2,Organic Herb Stuffing,,10 oz,1,,,1
week_20_page_2,Fresh Hop,,,1,,,0
week_20_page_2,Roasted Brussels Sprouts with Garlic,,,1,,,0
week_20_page_2,Natural Calm Magnesium Support,,32 oz,1,,,0
week_20_page_3,Blackened Chicken Salad,5.99,,1,1,0.14,0
week_20_page_3,Fresh Hop,,,1,,0.5,0
week_20_page_3,Blackened Chicken Salad,6.99,20 oz,1,1,0.13,0
week_20_page_3,Napa Chicken Salad,5.49,lb,1,5.5,0.5,0
week_20_page_3,8-Pack Mini Croissants,4.49,1 Pack,1,1.5,0.25,0
week_20_page_3,4-Pack Muffins,5.99,1 Pack,1,1,0.14,0
week_20_page_3,Dinner Rolls,3.49,12 Pack,1,0.5,0.13,0
week_20_page_3,Iridescent Coffee,9.99,12 oz,1,3,0.23,0
week_20_page_3,Griffin Tomme-Style Cheese,18.99,lb,1,9,0.32,0
week_20_page_3,Penne & Smoked Gouda,6.99,lb,1,2,0.22,0
week_20_page_3,Nordic Berries & Assorted Gummies,,,1,,0.2,0
week_20_page_3,Cheese Shreds & Slices,15.99,lb,1,9,0.36,0
week_20_page_3,BRAND WIDE SALE,,,1,,0.5,0
week_20_page_3,BRAND WIDE SALE,,,1,,0.2,0
week_20_page_3,Organic Broths,1.5,32 oz,1,,,1
week_20_page_3,Bread Crumbs,,6-10 oz,1,,,0
week_20_page_3,Cage Free Large Eggs,,D oz,1,,,0
week_20_page_4,Succulent Hanging Globe,0.99,4 inch,1,3,0.75,0
week_20_page_4,Free Range Large Brown Eggs,2.69,lb,1,,,0
week_20_page_4,Fresh Hop,3.99,lb,1,,,0
week_20_page_4,Wild Alaska Cod Fillets,9.99,lb,1,4,0.29,0
week_20_page_4,Bacon,,12-18 oz,1,1,,0
week_20_page_4,Boneless Ribeyes & Strip Steaks,12.99,lb,1,4,0.24,0
week_20_page_4,3 lb. Bag Clementines,499/B.ag,lb. bag,1,2,,0
week_20_page_4,Holiday Grapes,2.69,lb,1,0.3,0.1,0
week_20_page_4,Organic Honeycrisp Apples,3.49,lb,1,1,,1
week_20_page_4,5 lb. Bag Organic Russet Potatoes,,lb. bag,1,,,1
week_20_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_20_page_4,Organic Celery,,,1,,,1
week_21_page_1,Take & Bake Pizza,.$5,,1,4.99,,0
week_21_page_1,Boston Butt Pork Roast & Boneless Country Style Ribs,2.99,lb,1,2.7,0.47,0
week_21_page_1,Fresh Hop,3.99,lb,1,2.7,0.4,0
week_21_page_1,Wild Alaska Cod Fillets,6.99,lb,1,5,0.42,0
week_21_page_1,Organic Frozen Vegetables,,Fr oz,1,,0.25,1
week_21_page_1,Salad,,10-16 oz,1,,0.5,0
week_21_page_1,Fresh Hop,0.99,lb,1,5,0.83,0
week_21_page_1,Salmon Burgers,5.49,lb,1,5.5,0.5,0
week_21_page_1,NY Strip Steak,0.99,lb,1,7,0.88,0
week_21_page_1,3 lb. Bag Clementines,499/B.ag,lb. bag,1,2,,0
week_21_page_1,Organic 3 lb. Bag Gala Apples,4.99/B.ag,lb. bag,1,2,,1
week_21_page_1,Blueberries,2,Half Pint,1,4.98,,0
week_21_page_1,Organic 3 lb. Bag Gala Apples,,lb. bag,1,,,1
week_21_page_1,Scottish Bourbon Salmon Fillets,5,6 oz,1,1.99,0.29,0
week_21_page_1,Filet Mignon,5,7-8 oz,1,3.99,0.44,0
week_21_page_1,Take & Bake Pizza,,,1,,,0
week_21_page_2,Chocolate Bars,2.5,3 oz,1,1.98,,0
week_21_page_2,Organic Restaurant Style Tortilla Strips,,11 oz,1,,,1
week_21_page_2,Traditional Mashed Potatoes,,,1,,,0
week_21_page_2,Chocolate Chips,,9-10 oz,1,,,0
week_21_page_2,Unsweetened Almond Milk,,Half gallon,1,,,0
week_21_page_2,Organic Maple Creme Cookies,,11.4 oz,1,,,1
week_21_page_2,Sparkling Water,,12 Pack,1,,,0
week_21_page_2,Bulk Body Care,,,1,,,0
week_21_page_2,Organic Seasonal Ciders,,32 oz,1,,,1
week_21_page_2,Entertainer Crackers,,7-8.8 oz,1,,,0
week_21_page_2,Pecan Halves,,16 oz,1,,,0
week_21_page_2,Zero Calorie Soda,,6 Pack,1,,,0
week_21_page_2,Unsweetened Almond Milk,,Half gallon,1,,,0
week_21_page_2,Zero Calorie Soda,,6 Pack,1,,,0
week_21_page_2,Chocolate Chips,,9-10 oz,1,,,0
week_21_page_2,Entertainer Crackers,,7-8.8 oz,1,,,0
week_21_page_3,Crispy Chicken Salad,3.99,9 oz,1,1,0.2,0
week_21_page_3,5-Pack Cookie Sandwiches,.$5,1 Pack,1,1.99,,0
week_21_page_3,American White Shrimp,,,1,5.99,0.5,0
week_21_page_3,Brownie Bites and Black,,9.6 oz,1,,,0
week_21_page_3,Dinner Rolls,,12 Pack,1,,,0
week_21_page_3,Organic Loaf Bread,,Preservatives oz,1,,,1
week_21_page_3,Applewood Smoked Ham,,,1,,,0
week_21_page_3,Organic Soup Cups,,16 oz,1,,,1
week_21_page_3,Jar & Stick Deodorant,,,1,,,0
week_21_page_3,BRAND WIDE SALE,,,1,,,0
week_21_page_3,Maine Lobster Tails,,,1,,,0
week_21_page_4,Crab Stuffed Mushrooms,1,,1,2.9,,0
week_21_page_4,Real Blue Crab Dips,,5 oz,1,,,0
week_21_page_4,Organic Coffee K-Cups,,Coffee bag,1,,,1
week_21_page_4,Whole Brisket,,,1,,,0
week_21_page_4,Ground Turkey & Housemade Turkey Sausage,,,1,,,0
week_21_page_4,Sparkling Moscato,,750 ml,1,,,0
week_21_page_4,Red & Green Seedless Grapes,,750 ml,1,,,0
week_21_page_4,Organic Cucumbers,,,1,,,1
week_21_page_4,Organic Romaine,,,1,,,1
week_21_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_21_page_4,Organic Zucchini & Yellow Squash,,,1,,,1
week_21_page_4,3 lb. Bag Clementines,,lb. bag,1,,,0
week_21_page_4,Organic Romaine,,,1,,,1
week_21_page_4,Low Fat Kefir,,,1,,,0
week_22_page_1,Hass Avocados,3.99,lb,1,0.5,0.11,0
week_22_page_1,Hass Avocados,0.99,,1,4,0.8,0
week_22_page_1,Fresh Hop,1.29,lb,1,1.3,0.5,0
week_22_page_1,Party Dips & Spreads,,,1,,0.5,0
week_22_page_1,signature Chicken Tortilla Soup,,,1,,0.5,0
week_22_page_1,Original Chicken Salad,5.49,lb,1,5.5,,0
week_22_page_1,Fresh Hop,,,1,,,0
week_22_page_1,Kombucha,,16 oz,1,,,0
week_22_page_1,Fresh Hop,,,1,,,0
week_22_page_1,BRAND WIDE SALE,,,1,,,0
week_22_page_1,Grass Fed Whey Powder,,,1,,,0
week_22_page_1,Wild Alaska Cod Fillets,,,1,,,0
week_22_page_1,Salad Bar,,,1,,,0
week_22_page_1,Kombucha,,16 oz,1,,,0
week_22_page_2,Free Range Large Brown Eggs,3.5,D oz,1,0.98,,0
week_22_page_2,1 lb. Strawberries & Half Pint Strawberries,,3 oz,1,,,0
week_22_page_2,High HP Alkaline Ionized Water,,1 gallon,1,,,0
week_22_page_2,Bulk Body Care,,,1,,,0
week_22_page_2,Natural Calm Magnesium Support,,32 oz,1,,,0
week_22_page_2,Chocolate Truffles,,5.3-7 oz,1,,,0
week_22_page_2,Cookies,,20 oz,1,,,0
week_22_page_2,Yogurt,,4.4-5.3 oz,1,,,0
week_22_page_2,Albacore Tuna,,5 oz,1,,,0
week_22_page_2,Brand Wide Sale,,Fr oz,1,,,0
week_22_page_2,Mini Pizza,,6 Pack,1,,,0
week_22_page_2,Frozen Berries,,Fr oz,1,,,0
week_22_page_2,Yogurt,,4.4-5.3 oz,1,,,0
week_22_page_2,Natural Calm Magnesium Support,,32 oz,1,,,0
week_22_page_2,High HP Alkaline Ionized Water,,1 gallon,1,,,0
week_22_page_3,Oven Roasted Turkey,9.99,lb,1,2,0.17,0
week_22_page_3,Snacking Rounds,3.99,6 Pack,1,0.5,0.11,0
week_22_page_3,5-Pack Cookies,4.99,1 Pack,1,1,0.17,0
week_22_page_3,4-Pack Croissants,4..99,1 Pack,1,2,,0
week_22_page_3,Vegan Mock Chicken Salad,7.99,lb,1,3,0.27,0
week_22_page_3,Vegan Chicken Salads,4.99,8 Pack,1,3,0.38,0
week_22_page_3,Energy Seed Salad,3.99,7 oz,1,1,0.2,0
week_22_page_3,Indian Meals On-The-Go,5,8 oz,1,5.98,,0
week_22_page_3,Hummus & Dips,,8 oz,1,,,0
week_22_page_3,Prosecco,,750 ml,1,,,0
week_22_page_3,Pinot Grigio,,750 ml,1,,,0
week_22_page_3,Coffee Bags,,Coffee bag,1,,,0
week_22_page_4,Top Sirloin Steaks,8.99,lb,1,4,0.31,0
week_22_page_4,Wild Alaska Cod Fillets,11.99,lb,1,3,0.2,0
week_22_page_4,Organic 3 lb. Bag Gala Apples,499/B.ag,Ib. bag,1,2,,1
week_22_page_4,Organic Cucumbers,1.25,,1,2.96,,1
week_22_page_4,White American Shrimp,,,1,,,0
week_22_page_4,New York Strips,,,1,,,0
week_22_page_4,Organic Navel Oranges,,,1,,,1
week_22_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_22_page_4,Natural Calm Magnesium Support,,,1,,,0
week_22_page_4,Vega One Nutritional Shakes,,,1,,,0
week_22_page_4,5 lb. Bag Organic Russet Potatoes,,lb. bag,1,,,1
week_22_page_4,Organic Cucumbers,,,1,,,1
week_23_page_1,Fresh Hop,2.99,lb,1,3,0.5,0
week_23_page_1,Ground Chuck,3.99,lb,1,3.5,0.47,0
week_23_page_1,Wild Alaska Cod Fillets,8.99,lb,1,6,0.4,0
week_23_page_1,Grass Fed Whey Powder,9.99,lb,1,3,0.23,0
week_23_page_1,Olive Bar,6.99,lb,1,3,0.3,0
week_23_page_1,Hass Avocados,0.99,,1,0.5,0.34,0
week_23_page_1,All Bulk Items,,,1,,0.1,0
week_23_page_1,Organic 3 lb. Bag Gala Apples,,,1,1,0.5,1
week_23_page_1,Cranberry Pecan Chicken Salad,6.99,lb,1,4,0.36,0
week_23_page_1,Bottom Round Roast,3.99,lb,1,3.5,0.47,0
week_23_page_1,Organic Navel Oranges,1.99,lb,1,1,0.33,1
week_23_page_1,Organic Broccoli,1.99,lb,1,2,0.5,1
week_23_page_2,Cheese Shreds & Slices,3.5,7.1-8 oz,1,2.98,,0
week_23_page_2,Vegetable Pancakes,,6 Pack,1,,,0
week_23_page_2,Organic Soups,,14.5 oz,1,,,1
week_23_page_2,Organic Juice,,59 oz,1,,,1
week_23_page_2,Cookies,,7 oz,1,,,0
week_23_page_2,Organic English Muffins,,6 Pack,1,,,1
week_23_page_2,Frozen Pizza,,Fr oz,1,,,0
week_23_page_2,Chocolate Bars,,3.2 oz,1,,,0
week_23_page_2,Candy Cane Truffles & Marshmallows,,7 oz,1,,,0
week_23_page_2,Sparkling Water,,12 Pack,1,,,0
week_23_page_2,Sparkling Ciders,,12 Pack,1,,,0
week_23_page_2,Ginger Brew,,4 Pack,1,,,0
week_23_page_2,Cookies,,7 oz,1,,,0
week_23_page_3,Roasted Brussels Sprouts with Garlic,7.99,lb,1,2,0.2,0
week_23_page_3,Salami & Pepperoni,11.99,lb,1,1,0.08,0
week_23_page_3,Party Dips & Spreads,6.99,lb,1,2,0.22,0
week_23_page_3,4-Pack Croissants,"4,.99",1 Pack,1,2,,0
week_23_page_3,Cake Slices,2.5,,1,2.58,,0
week_23_page_3,Oven Roasted Turkey,,,1,,,0
week_23_page_3,Coffee,,12 oz,1,,,0
week_23_page_3,Organic Loaf Bread,,18 oz,1,,,1
week_23_page_3,Noodle & Rice Bowls,,13 oz,1,,,0
week_23_page_3,Big Tomato,,750 ml,1,,,0
week_23_page_3,Digest Gold Enzymes,,,1,,,0
week_23_page_3,BRAND WIDE SALE,,,1,,,0
week_23_page_3,Big Tomato,,750 ml,1,,,0
week_23_page_3,Organic Loaf Bread,,18 oz,1,,,1
week_23_page_4,NY Strip Steak,10.99,lb,1,6,0.35,0
week_23_page_4,Wild Alaska Cod Fillets,0.99,lb,1,4,0.8,0
week_23_page_4,Organic 3 lb. Bag Gala Apples,1.99,lb,1,,,1
week_23_page_4,Fresh Hop,5.5,6 oz,1,2.98,,0
week_23_page_4,2 lb. Bag Organic Lemons,,lb. bag,1,,,1
week_23_page_4,Grass Fed Whey Powder,,,1,,,0
week_23_page_4,Fresh Hop,,,1,,,0
week_23_page_4,Organic Cauliflower,,,1,,,1
week_23_page_4,Organic Zucchini & Yellow Squash,,,1,,,1
week_23_page_4,Chicken Rollers,,7 oz,1,,,0
week_23_page_4,Organic Garnet Sweet Potatoes,,,1,,,1
week_23_page_4,Asparagus,,,1,,,0
week_23_page_4,Chicken Rollers,,7 oz,1,,,0
week_24_page_1,Wild Alaska Cod Fillets,9.99,lb,1,5,0.33,0
week_24_page_1,Wild Alaska Cod Fillets,1.99,lb,1,5,0.72,0
week_24_page_1,Blackened Chicken Salad,6.99,lb,1,4,0.36,0
week_24_page_1,Hass Avocados,0.99,,1,0.5,0.34,0
week_24_page_1,Olive Bar,6.99,lb,1,3,0.3,0
week_24_page_1,Cookies By The Pound,8.99,lb,1,1,0.1,0
week_24_page_1,Organic Broccoli,1.99,lb,1,2,0.5,1
week_24_page_1,Grass Fed Whey Powder,,,1,4,0.5,0
week_24_page_1,Sparkling Moscato,13.99,750 ml,1,4,,0
week_24_page_1,Ground Sirloin or Round,3.99,lb,1,1,,0
week_24_page_1,Ribeyes & NY Strip Steaks,8.99,lb,1,4,,0
week_24_page_1,Stew Beef,5.99,lb,1,1.5,,0
week_24_page_1,Filet Mignon,13.99,lb,1,5,,0
week_24_page_2,Fresh Hop,5.99,11-15.2 oz,1,1,0.14,0
week_24_page_2,Alfresco Large Pasture Raised Eggs,3.99,D oz,1,2,,0
week_24_page_2,Organic 3 lb. Bag Gala Apples,,1 quart,1,,,1
week_24_page_2,Zero Calorie Soda,,6 Pack,1,,,0
week_24_page_2,Organic Sugar,,,1,,,1
week_24_page_2,Chocolate Chips,,9-10 oz,1,,,0
week_24_page_2,Seasonings,,,1,,0.3,0
week_24_page_2,Frozen Pizza,,15.7-19.4 oz,1,,,0
week_24_page_2,Organic Frozen Thin Crust Pizzas,,12-13 oz,1,,,1
week_24_page_2,Organic Maple Syrup,,inch,1,,,1
week_24_page_2,Frozen Mini Quiches,,6.25 oz,1,,,0
week_24_page_2,Ice Cream,,Alden's oz,1,,,0
week_24_page_2,Frozen Pizza,,Fr oz,1,,,0
week_24_page_3,All Catering Trays,,,1,,0.1,0
week_24_page_3,8-Inch Cakes & Sheet Cakes,19.99,,1,,,0
week_24_page_3,Party Dips & Spreads,6.99,lb,1,2,0.22,0
week_24_page_3,Organic Soup Cups,4,16 oz,1,3.98,,1
week_24_page_3,10-Pack Mini Cookies,,,1,,,0
week_24_page_3,Broccoli & Cranberry Salad,,,1,,,0
week_24_page_3,All Bacon,,12 Pack,1,,,0
week_24_page_3,Big Tomato,,750 ml,1,,,0
week_24_page_3,Natural Calm Magnesium Support,,5 Pack,1,,,0
week_24_page_3,BRAND WIDE SALE,,,1,,,0
week_24_page_3,Toys,,,1,,,0
week_24_page_3,Organic Soup Cups,,16 oz,1,,,1
week_24_page_4,Fresh Hop,2.99,lb,1,0.5,0.14,0
week_24_page_4,House Made Chicken Kabobs,2.99,lb,1,1,0.25,0
week_24_page_4,House Made Chicken Kabobs,5.99,lb,1,,,0
week_24_page_4,Maryland Crab Cakes,2.5,3 oz,1,5.96,,0
week_24_page_4,Sliced Lunch Meats,,,1,,,0
week_24_page_4,Cherries,,,1,,,0
week_24_page_4,Holiday Grapes,,,1,,,0
week_24_page_4,5 lb. Box Clementines,,,1,,,0
week_24_page_4,Salsa & Guacamole,,,1,,,0
week_24_page_4,Blackberries,,Half Pint,1,,,0
week_24_page_4,Organic Fuji & Braeburn Apples,,,1,,,1
week_24_page_4,"Organic Green, Red, & Lacinato Kale",2,,1,,,1
week_24_page_4,Blackberries,,Half Pint,1,,,0
week_24_page_4,"Organic Garnet, Jewel, & Covington Sweet Potatoes",1.99,,1,,,1
week_25_page_1,Grass Fed Whey Powder,12.99,lb,1,4,0.24,0
week_25_page_1,Seasonal Dairy Beverages,,,1,2,0.2,0
